Choose the category that suits you most.,Area of Study,What is your current level of study?,What year of study are you in?,In which county is your institution located?,What is the ownership nature of your institution?,How satisfied are you with the quality of training provided in your course?,Training Aspects:Teaching quality,Clinical exposure,Assessment Methods,Learning Resources,Support from faculty,How do you perceive your career opportunities after qualification?,How satisfied are you with expected remuneration after qualification?,How do you view your prospects for career progression after qualification?,Who played the strongest role in influencing your decision to choose your current course?,Other (please specify),Did you receive any structured career guidance before choosing this course?,How satisfied were you with the career guidance you received before selecting this course?,"In hindsight, do you feel the guidance you received was sufficient to help you make an informed decision?",What type of additional guidance would have better supported your career choice?,Other (please specify),Was a health science course your first choice?,Factors in your career choice:Personal interest,Work-life balance,Income and job security,Prestige,Family expectations,Opportunities for advancement,Desire to serve the society,Where do you intend to work after graduation?,How likely are you to seek employment outside Kenya within the first 5 years after graduation?,"If you intend to migrate, please rank the following reasons in order of importance : Better remuneration",Better working conditions,Career growth opportunities,Desire for specialization training,Family relocation,Political/economic stability,Personal preference,"Knowing what you know now, would you still choose to study the same course?",Have you ever considered dropping out of the health science course?,Affect your medical training experience: Stress,Long journey/commute,Feeling emotionally drained,High workload,Frequent examinations,High faculty demands,Dislocation from family and friends,Financial strains,Loss of interest in the course,Inadequate role models,Experience of verbal or physical violence,I feel supported by my institution,I am confident in my clinical skills,Would you recommend this course to a friend or family member?
Student,Medicine and Surgery,Undergraduate,5th and above,Meru,Private for profit,Dissatisfied,Neutral,Poor,Neutral,Good,Very Poor,Good,Neither satisfied nor dissatisfied,Good,Parents/Family,,"Some guidance, but informal",Satisfied,Yes,More information on job prospects,,Yes,Very Important,Somewhat important,Very Important,Very Important,Important,Very Important,Somewhat important,Abroad,Very likely,3,5,4,6,7,1,2,Yes,Sometimes,7,3,5,1,6,2,4,8,9,10,11,Strongly disagree,Neutral,Not Sure
Student,Medicine and Surgery,Undergraduate,5th and above,Meru,Private for profit,Very satisfied,Excellent,Good,Excellent,Good,Excellent,Neutral,Dissatisfied,Good,My own personal research,,"Some guidance, but informal",Very satisfied,Somewhat,Exposure to healthcare professionals,,Yes,Very Important,Important,Very Important,Very Important,Moderately important,Moderately important,Very Important,Undecided,Very likely,2,1,4,3,7,5,6,Yes,Never,1,4,2,6,5,3,7,9,8,10,11,Agree,Agree,Yes
Student,Medicine and Surgery,Undergraduate,5th and above,Meru,Private for profit,Very dissatisfied,Excellent,Excellent,Excellent,Excellent,Good,Good,Satisfied,Good,My own personal research,,"No, I did not receive career guidance",,,,,Yes,Not important,Very Important,Very Important,Not important,Somewhat important,Very Important,Very Important,In my home country,Neither likely nor unlikely,5,4,2,1,7,6,3,Not sure,Sometimes,1,10,3,2,8,4,11,5,6,7,9,Strongly agree,Agree,Yes
Student,Medicine and Surgery,Undergraduate,3rd,Kiambu,Private for profit,Satisfied,Good,Good,Neutral,Excellent,Good,Very Good,Satisfied,Excellent,Parents/Family,,"Yes, formal/structured guidance",Very satisfied,Yes,Better understanding of academic demands,,Yes,Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,In my home country,Very unlikely,5,3,2,1,7,4,6,Yes,Sometimes,2,10,1,3,7,5,8,9,4,6,11,Agree,Neutral,Yes
Student,Medicine and Surgery,Undergraduate,5th and above,Kiambu,Private for profit,Satisfied,Good,Good,Neutral,Good,Good,Good,Dissatisfied,Good,My own personal research,,"Some guidance, but informal",Neither satisfied nor dissatisfied,No,Exposure to healthcare professionals,,Yes,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Important,Undecided,Very likely,1,4,5,2,7,3,6,Yes,Sometimes,1,4,2,5,6,7,8,3,9,10,11,Agree,Strongly agree,Not Sure
Student,Medicine and Surgery,Undergraduate,1st,Kilifi,Public,Neither satisfied nor dissatisfied,Neutral,Neutral,Neutral,Neutral,Good,Good,Satisfied,Good,My own personal research,,"Some guidance, but informal",Neither satisfied nor dissatisfied,Yes,Information on remuneration and working conditions,,Yes,Very Important,Important,Very Important,Moderately important,Very Important,Very Important,Somewhat important,Undecided,Neither likely nor unlikely,7,1,2,3,4,5,6,Yes,Rarely,3,9,2,4,7,6,5,1,11,8,10,Neutral,Strongly agree,Yes
Student,Medicine and Surgery,Undergraduate,4th,Kiambu,Private for profit,Neither satisfied nor dissatisfied,Good,Neutral,Excellent,Good,Neutral,Good,Very dissatisfied,Neutral,Parents/Family,,"Some guidance, but informal",Dissatisfied,Somewhat,Better understanding of academic demands,,Prefer not to say,Very Important,Very Important,Very Important,Moderately important,Moderately important,Very Important,Important,Undecided,Neither likely nor unlikely,3,4,1,2,6,7,5,Yes,Usually,3,9,1,5,4,6,10,8,2,7,11,Neutral,Neutral,Not Sure
Student,Medicine and Surgery,Undergraduate,1st,Kiambu,Private for profit,Neither satisfied nor dissatisfied,Neutral,Poor,Neutral,Poor,Neutral,Good,Satisfied,Good,My own personal research,,"Some guidance, but informal",Neither satisfied nor dissatisfied,Somewhat,Better understanding of academic demands,,Yes,Important,Important,Important,Important,Important,Important,Moderately important,Undecided,Likely,5,2,3,4,6,7,1,Yes,Rarely,11,10,6,1,4,7,5,2,8,9,3,Neutral,Neutral,Not Sure
Student,Laboratory sciences,Undergraduate,3rd,Kiambu,Public,Satisfied,Good,Poor,Neutral,Neutral,Very Poor,Neutral,Neither satisfied nor dissatisfied,Neutral,Parents/Family,,"Some guidance, but informal",Dissatisfied,No,Information on remuneration and working conditions,,Yes,Very Important,Moderately important,Very Important,Important,Important,Very Important,Very Important,In my home country,unlikely,2,3,1,4,7,6,5,No,Rarely,1,11,2,4,5,6,9,3,7,8,10,Disagree,Agree,No
Student,Laboratory sciences,Undergraduate,3rd,Kiambu,Public,Dissatisfied,Good,Poor,Poor,Poor,Neutral,Poor,Dissatisfied,Neutral,Parents/Family,,"No, I did not receive career guidance",,,,,Yes,Important,Very Important,Very Important,Not important,Somewhat important,Very Important,Very Important,Abroad,Very likely,4,3,1,2,7,6,5,Yes,Never,4,6,7,5,8,3,9,1,10,2,11,Disagree,Disagree,Yes
Student,Medicine and Surgery,Undergraduate,2nd,Kiambu,Private for profit,Satisfied,Good,Good,Neutral,Excellent,Excellent,Good,Neither satisfied nor dissatisfied,Good,My own personal research,,"Some guidance, but informal",Satisfied,Somewhat,Better understanding of academic demands,,Yes,Very Important,Important,Very Important,Not important,Somewhat important,Important,Very Important,In my home country,Likely,4,5,2,1,7,6,3,Yes,Rarely,2,6,3,1,4,5,7,8,10,9,11,Agree,Agree,Yes
Student,Medicine and Surgery,Undergraduate,1st,Kiambu,Private for profit,Satisfied,Good,Excellent,Good,Excellent,Good,Very Good,Satisfied,Excellent,My own personal research,,"Yes, formal/structured guidance",Very satisfied,Yes,Better understanding of academic demands,,Yes,Moderately important,Important,Very Important,Somewhat important,Important,Important,Very Important,In my home country,Likely,2,4,3,1,7,6,5,Yes,Rarely,1,5,2,3,4,6,8,7,9,10,11,Agree,Agree,Yes
Student,Medical Microbiology ,Undergraduate,3rd,Kiambu,Public,Very satisfied,Excellent,Excellent,Excellent,Excellent,Excellent,Neutral,Satisfied,Good,My own personal research,,"Yes, formal/structured guidance",Very satisfied,Yes,Better understanding of academic demands,,Yes,Very Important,Important,Very Important,Moderately important,Somewhat important,Very Important,Very Important,Undecided,Likely,3,1,4,2,6,7,5,Yes,Never,3,2,4,5,6,7,10,1,8,11,9,Agree,Agree,Yes
Student,Nursing and midwifery,Diploma,2nd,Kiambu,Private for profit,Satisfied,Excellent,Excellent,Excellent,Excellent,Excellent,Very Good,Very satisfied,Excellent,Parents/Family,,"Some guidance, but informal",Neither satisfied nor dissatisfied,Somewhat,More information on job prospects,,Yes,Very Important,Important,Very Important,Very Important,Very Important,Very Important,Very Important,Abroad,Very unlikely,3,5,1,4,7,2,6,Yes,Never,2,4,3,1,5,6,8,7,11,9,10,Neutral,Strongly agree,Yes
Student,Medicine and Surgery,Undergraduate,1st,Kiambu,Private for profit,Satisfied,Good,Good,Good,Excellent,Good,Good,Satisfied,Good,A healthcare professional or mentor,,"Some guidance, but informal",Very satisfied,Yes,Better understanding of academic demands,,Yes,Very Important,Very Important,Very Important,Important,Very Important,Very Important,Very Important,Undecided,Likely,5,4,2,3,7,6,1,Yes,Rarely,3,11,2,1,5,4,7,6,8,9,10,Strongly agree,Agree,Yes
Student,Bsc Medical microbiology ,Undergraduate,3rd,Kiambu,Public,Satisfied,Good,Poor,Good,Good,Good,Neutral,Dissatisfied,Excellent,Parents/Family,,"Yes, formal/structured guidance",Satisfied,No,More information on job prospects,,Yes,Important,Important,Very Important,Somewhat important,Important,Very Important,Very Important,Abroad,Likely,4,1,2,3,5,6,7,No,Sometimes,1,4,2,3,5,9,6,7,8,10,11,Agree,Strongly agree,No
Student,Medicine and Surgery,Undergraduate,1st,Kisumu,Private not for profit (Faith Based),Satisfied,Neutral,Neutral,Good,Excellent,Good,Very Good,Satisfied,Excellent,Parents/Family,,"Some guidance, but informal",Satisfied,Somewhat,Other (please specify),My personal preference and passion. What follows during the course is from outside and we can easily handle that if the inner self is content and has made up there mind.,Yes,Important,Important,Important,Not important,Important,Very Important,Moderately important,Undecided,Neither likely nor unlikely,4,3,2,1,7,5,6,Yes,Sometimes,1,5,2,3,7,8,6,9,11,10,4,Neutral,Neutral,Yes
Student,Medicine and Surgery,Undergraduate,4th,Kisii,Public,Satisfied,Good,Good,Good,Good,Neutral,Neutral,Neither satisfied nor dissatisfied,Good,Parents/Family,,"No, I did not receive career guidance",,,,,Yes,Moderately important,Important,Important,Moderately important,Somewhat important,Important,Moderately important,Undecided,Likely,1,4,2,3,7,5,6,Yes,Sometimes,2,9,3,1,4,5,8,6,10,7,11,Neutral,Agree,Yes
Student,Laboratory sciences,Undergraduate,1st,Kiambu,Public,Satisfied,Good,Good,Good,Good,Good,Neutral,Neither satisfied nor dissatisfied,Neutral,My own personal research,,"Yes, formal/structured guidance",Satisfied,Yes,Better understanding of academic demands,,Yes,Important,Somewhat important,Somewhat important,Important,Important,Important,Important,In my home country,Likely,1,2,3,4,5,6,7,Yes,Sometimes,1,2,4,3,5,6,7,8,9,10,11,Strongly disagree,Agree,Yes
Student,Medicine and Surgery,Undergraduate,5th and above,Kisumu,Private not for profit (Faith Based),Satisfied,Good,Excellent,Excellent,Good,Good,Very Good,Satisfied,Good,My own personal research,,"Some guidance, but informal",Satisfied,Somewhat,Exposure to healthcare professionals,,Yes,Very Important,Important,Important,Moderately important,Important,Important,Very Important,Undecided,Likely,6,3,2,1,7,5,4,Yes,Rarely,3,8,1,4,6,5,7,2,10,9,11,Agree,Agree,Yes
Student,Medicine and Surgery,Undergraduate,4th,Kiambu,Private for profit,Neither satisfied nor dissatisfied,Neutral,Good,Good,Good,Excellent,Good,Satisfied,Excellent,Parents/Family,,"Some guidance, but informal",Dissatisfied,No,Information on remuneration and working conditions,,Prefer not to say,Important,Very Important,Very Important,Very Important,Moderately important,Very Important,Important,Abroad,Very likely,5,2,1,3,7,6,4,Yes,Never,4,7,5,2,10,6,9,1,11,3,8,Agree,Strongly agree,Not Sure
Student,Medicine and Surgery,Undergraduate,5th and above,Nairobi,Public,Satisfied,Excellent,Good,Excellent,Good,Excellent,Good,Very dissatisfied,Neutral,A healthcare professional or mentor,,"No, I did not receive career guidance",,,,,Yes,Very Important,Very Important,Very Important,Important,Very Important,Very Important,Important,Undecided,Neither likely nor unlikely,2,3,1,4,5,6,7,Not sure,Sometimes,2,3,1,4,6,5,8,7,11,10,9,Disagree,Agree,Yes
Student,Medicine and Surgery,Undergraduate,4th,Kiambu,Private for profit,Satisfied,Good,Neutral,Neutral,Good,Poor,Very Good,Dissatisfied,Good,Other (please specify),"Idk, A desire to impact change in healthcare, and Most likely money? And passion? Though passion dies in year 1 after being thwacked by biochemistry, so it's currently money. ðŸ˜‚ðŸ˜‚ Isn't everything in life all about money? What sort of question is this? ðŸ˜‚ðŸ˜‚","Yes, formal/structured guidance",Satisfied,Yes,Other (please specify),"Enlightenment on investment opportunities in my current field of study. Also someone should've just told us that  MBChB is not a fucking walk in the parkðŸ˜’, not just that it takes 6 years and the lies about it being just a small upgrade from biology and chemistry. It's not ""just"" a freekin upgrade. ",Prefer not to say,Very Important,Very Important,Very Important,Important,Moderately important,Very Important,Moderately important,Undecided,Very likely,3,4,1,2,7,5,6,Yes,Rarely,6,9,5,1,3,2,4,10,7,8,11,Agree,Strongly agree,Yes
Student,Medicine and Surgery,Undergraduate,2nd,Meru,Private not for profit (Faith Based),Satisfied,Good,Excellent,Excellent,Excellent,Good,Good,Satisfied,Good,"Media (internet, TV, social media)",,"Some guidance, but informal",Neither satisfied nor dissatisfied,Somewhat,Exposure to healthcare professionals,,Yes,Very Important,Important,Important,Moderately important,Important,Important,Very Important,Abroad,Very likely,6,4,5,2,7,3,1,Yes,Rarely,1,9,3,2,4,6,7,8,10,5,11,Agree,Neutral,Yes
Student,Medicine and Surgery,Undergraduate,2nd,Kisii,Public,Satisfied,Good,Good,Good,Good,Good,Good,Satisfied,Good,Parents/Family,,"Some guidance, but informal",Neither satisfied nor dissatisfied,Somewhat,Exposure to healthcare professionals,,Yes,Very Important,Very Important,Very Important,Moderately important,Moderately important,Important,Moderately important,Undecided,Likely,1,4,2,3,7,6,5,Yes,Never,2,7,3,1,5,4,9,6,10,8,11,Neutral,Neutral,Yes
Student,Medicine and Surgery,Undergraduate,4th,Kiambu,Private for profit,Satisfied,Excellent,Good,Good,Good,Good,Neutral,Neither satisfied nor dissatisfied,Good,My own personal research,,"No, I did not receive career guidance",,,,,Prefer not to say,Very Important,Very Important,Very Important,Moderately important,Moderately important,Very Important,Very Important,Undecided,Neither likely nor unlikely,5,1,2,3,7,6,4,Yes,Never,1,11,3,2,5,4,6,7,8,9,10,Neutral,Neutral,Yes
Student,Nursing and midwifery,Undergraduate,2nd,Uasin Gishu,Public,Satisfied,Good,Good,Good,Good,Good,Very Poor,Neither satisfied nor dissatisfied,Good,Parents/Family,,"Some guidance, but informal",Dissatisfied,Yes,Better understanding of academic demands,,Yes,Somewhat important,Moderately important,Somewhat important,Moderately important,Very Important,Moderately important,Important,Abroad,Very likely,4,2,1,6,3,7,5,Yes,Always,1,3,2,4,5,6,8,7,10,11,9,Neutral,Agree,No
Student,Medicine and Surgery,Undergraduate,3rd,Kiambu,Private not for profit (Faith Based),Neither satisfied nor dissatisfied,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Dissatisfied,Neutral,Parents/Family,,"No, I did not receive career guidance",,,,,Yes,Somewhat important,Somewhat important,Important,Important,Important,Important,Important,Undecided,Likely,1,2,5,6,7,4,3,No,Always,2,11,1,3,7,6,9,8,5,4,10,Agree,Agree,No
Student,Laboratory sciences,Undergraduate,3rd,Kiambu,Public,Satisfied,Good,Neutral,Good,Good,Good,Very Good,Satisfied,Excellent,Parents/Family,,"No, I did not receive career guidance",,,,,Yes,Very Important,Very Important,Very Important,Not important,Somewhat important,Very Important,Very Important,Abroad,Very likely,2,3,1,4,6,7,5,Yes,Never,2,3,4,5,8,6,7,1,11,9,10,Neutral,Strongly agree,Not Sure
Student,Medicine and Surgery,Undergraduate,3rd,Kisii,Public,Very satisfied,Excellent,Excellent,Excellent,Excellent,Excellent,Very Good,Dissatisfied,Excellent,Parents/Family,,"Yes, formal/structured guidance",Very satisfied,Yes,More information on job prospects,,No,Very Important,Important,Very Important,Very Important,Very Important,Very Important,Very Important,Abroad,Very unlikely,1,2,4,5,3,6,7,Yes,Always,2,1,4,3,6,7,5,8,9,11,10,Neutral,Strongly agree,Not Sure
Student,Medicine and Surgery,Undergraduate,3rd,Kiambu,Private for profit,Dissatisfied,Poor,Poor,Poor,Poor,Poor,Neutral,Neither satisfied nor dissatisfied,Neutral,Parents/Family,,"Yes, formal/structured guidance",Neither satisfied nor dissatisfied,No,Better understanding of academic demands,,No,Very Important,Moderately important,Moderately important,Moderately important,Very Important,Important,Very Important,Undecided,Neither likely nor unlikely,6,4,2,5,7,3,1,No,Usually,2,5,3,1,6,4,8,9,10,7,11,Disagree,Neutral,No
Student,Medicine and Surgery,Undergraduate,3rd,Kiambu,Public,Very satisfied,Excellent,Excellent,Good,Good,Excellent,Very Good,Satisfied,Good,Parents/Family,,"Some guidance, but informal",Satisfied,Somewhat,Better understanding of academic demands,,Yes,Very Important,Important,Important,Not important,Somewhat important,Important,Important,Undecided,Neither likely nor unlikely,4,5,3,2,6,7,1,Yes,Sometimes,2,7,3,1,5,6,8,4,10,9,11,Agree,Strongly agree,Yes
Student,Medicine and Surgery,Undergraduate,5th and above,Kisii,Public,Satisfied,Good,Good,Good,Good,Excellent,Neutral,Neither satisfied nor dissatisfied,Good,Parents/Family,,"Some guidance, but informal",Very satisfied,Somewhat,Information on remuneration and working conditions,,Yes,Very Important,Moderately important,Very Important,Moderately important,Moderately important,Very Important,Moderately important,In my home country,Neither likely nor unlikely,3,4,2,1,5,6,7,Yes,Rarely,4,6,7,1,8,2,5,3,9,10,11,Neutral,Neutral,Yes
Student,Medicine and Surgery,Undergraduate,3rd,Nairobi,Public,Satisfied,Neutral,Good,Good,Good,Good,Good,Satisfied,Neutral,A healthcare professional or mentor,,"Some guidance, but informal",Very satisfied,Yes,Exposure to healthcare professionals,,Yes,Important,Important,Important,Important,Moderately important,Important,Very Important,Abroad,Likely,1,2,3,4,5,6,7,Yes,Never,1,2,3,4,5,6,7,8,9,10,11,Neutral,Strongly agree,Yes
Student,Medicine and Surgery,Undergraduate,2nd,Kiambu,Private for profit,Satisfied,Good,Good,Good,Good,Good,Good,Satisfied,Good,My own personal research,,"Some guidance, but informal",Neither satisfied nor dissatisfied,Somewhat,Better understanding of academic demands,,Yes,Important,Important,Important,Important,Moderately important,Important,Important,Undecided,Neither likely nor unlikely,2,1,3,4,5,7,6,Not sure,Rarely,1,4,2,3,5,6,7,8,10,9,11,Agree,Neutral,Not Sure
Student,Medicine and Surgery,Undergraduate,2nd,Kisii,Public,Satisfied,Good,Good,Good,Good,Good,Good,Neither satisfied nor dissatisfied,Good,Parents/Family,,"Yes, formal/structured guidance",Satisfied,Yes,Exposure to healthcare professionals,,No,Important,Important,Important,Important,Important,Important,Very Important,In my home country,unlikely,4,2,3,1,7,5,6,No,Usually,3,11,5,1,4,2,7,6,9,8,10,Agree,Disagree,No
Student,Medicine and Surgery,Undergraduate,2nd,Kisii,Public,Neither satisfied nor dissatisfied,Neutral,Neutral,Good,Neutral,Neutral,Neutral,Dissatisfied,Neutral,Parents/Family,,"Some guidance, but informal",Neither satisfied nor dissatisfied,Somewhat,Exposure to healthcare professionals,,Yes,Important,Somewhat important,Important,Important,Very Important,Moderately important,Important,Abroad,Very likely,4,1,2,3,7,5,6,Yes,Sometimes,2,6,3,4,5,1,8,7,11,9,10,Disagree,Neutral,Not Sure
